1474,632,3
283,457,2
446,1295,3
378,625,3
220,511,3
208,73,3
1141,170,2
929,390,3
1404,1365,1
533,1135,2
484,362,2
66,940,3
1411,414,2
1368,1390,1
1275,851,3
340,1373,3
434,769,3
931,534,3
205,313,1
543,623,1
807,1120,2
1435,927,3
545,891,2
772,302,3
937,747,2
1222,940,1
645,199,2
26,1173,2
938,292,2
1139,632,3
1472,1318,1
764,1223,1
737,1319,3
264,1148,2
324,1388,1
96,1429,1
8,1113,2
561,1068,2
1219,33,2
1189,1287,2
110,638,3
1319,1183,2
188,666,2
733,142,2
1489,1097,1
811,687,1
246,23,1
1493,449,2
389,26,1
540,617,2
698,1350,2
59,597,2
1160,1161,2
508,94,3
78,1396,3
332,477,1
857,1310,3
1330,977,1
121,253,1
1140,189,1
613,1430,3
240,665,1
332,695,2
1315,465,3
1198,1332,3
958,1358,2
888,375,3
1079,1180,3
1200,892,1
772,255,3
726,678,3
513,387,2
286,617,2
54,203,3
947,1190,3
926,175,1
1401,25,2
947,275,3
107,841,1
314,1127,3
239,289,3
289,585,2
893,1391,2
1366,348,2
193,1414,1
43,173,2
883,26,3
468,104,1
571,84,1
1085,1050,1
1157,421,3
948,1403,2
778,1414,1
1360,934,2
705,1372,1
1404,952,1
980,1084,3
513,1354,3
588,232,3
1354,301,2
1398,386,1
994,510,2
275,798,1
786,1034,2
848,1019,1
31,1355,1
195,1013,1
1285,381,3
791,547,1
1145,724,3
87,249,3
238,1236,2
403,1382,1
205,1370,1
718,1246,3
83,239,1
818,728,2
624,655,2
1220,484,3
739,9,2
1313,691,2
32,1257,2
49,48,2
1263,303,3
1222,734,3
1329,171,2
1128,1067,1
1378,1111,1
802,394,3
157,395,2
568,1109,1
826,424,2
1214,8,1
1378,1095,3
141,1301,3
1185,415,2
485,55,3
1443,1258,1
336,879,1
337,1022,2
1412,786,1
608,1205,3
766,595,1
555,1258,1
427,58,3
1391,531,1
341,555,2
608,116,2
1124,117,2
1280,442,2
1198,1115,2
1318,817,1
1165,86,3
41,1228,3
210,805,2
815,1137,3
397,1432,3
1343,950,2
992,1371,2
1034,1333,1
588,589,1
1473,1315,3
852,1179,3
933,1291,3
205,1452,3
1384,890,2
1135,720,3
234,1104,1
432,995,1
350,563,2
940,1000,2
1191,274,3
729,683,2
450,1331,1
889,405,3
991,513,1
763,21,3
90,127,3
704,263,3
1386,420,2
252,1321,3
1023,835,3
66,729,2
1201,513,3
1198,303,3
1298,551,2
823,1317,2
1425,390,3
100,1204,1
39,719,3
113,1180,3
815,1123,2
844,1037,1
297,666,3
137,686,3
1284,47,1
603,842,2
801,1092,3
695,708,1
954,524,1
586,967,1
444,197,1
380,142,2
22,300,2
547,1236,3
981,1453,1
1226,544,1
121,316,2
748,1017,2
767,1476,2
1216,1140,2
674,440,1
890,88,3
95,528,3
886,155,1
413,1236,3
1182,991,2
103,698,3
1091,888,3
827,878,2
34,149,2
477,1254,3
1255,688,1
297,1286,1
1089,1143,2
602,361,3
1268,1290,2
623,974,1
567,277,1
1383,572,3
160,346,3
1363,162,2
232,891,1
931,930,3
304,495,1
1066,1149,2
614,1054,1
1114,1345,1
177,728,3
456,564,3
993,284,3
123,492,3
976,912,3
889,560,2
149,132,2
341,792,1
971,338,3
420,244,2
1391,615,1
195,807,2
1019,453,2
695,875,1
102,8,2
1100,678,1
873,379,3
1306,1301,1
15,107,2
540,1194,1
800,398,1
492,427,2
208,181,2
1250,291,2
171,1445,2
451,55,2
754,805,3
151,20,3
765,1208,3
987,274,1
157,692,3
208,940,2
928,334,1
1188,1365,1
888,583,1
422,500,1
1158,187,2
186,235,2
474,778,3
572,507,1
724,852,1
806,1149,1
423,480,3
834,250,2
1082,315,2
838,365,2
36,699,3
664,1355,1
10,623,2
1131,599,1
1003,615,3
633,856,2
1196,162,3
1404,995,3
690,1223,1
1481,1075,1
1294,1105,1
1447,127,2
1289,1006,3
1196,220,3
492,74,3
300,1130,2
659,194,3
1360,713,2
843,1267,3
652,1196,2
135,848,1
903,880,3
1487,967,1
738,469,3
999,143,1
504,266,3
836,834,3
1097,871,1
1261,990,2
28,866,3
197,224,3
1175,640,1
623,896,1
1012,239,1
1276,514,2
79,1484,2
933,316,2
727,764,2
674,692,3
1232,538,1
185,711,1
474,1324,3
903,307,1
718,267,2
1086,109,2
1148,858,1
1395,29,3
108,600,2
583,673,2
611,243,1
1394,965,1
1061,997,3
267,15,1
1388,1410,2
1162,489,1
185,438,2
296,1178,3
351,34,1
365,659,3
327,221,1
89,442,3
503,1243,2
617,285,3
1451,1022,3
897,1030,2
749,15,3
345,895,2
462,950,3
670,988,2
1446,1268,2
694,1195,3
611,1169,3
1431,1246,1
1067,426,3
75,105,2
1285,1247,1
500,1192,1
237,394,2
445,1144,2
1441,449,3
29,110,3
1430,158,3
393,1469,3
542,1155,1
877,205,2
1401,699,1
930,776,1
437,746,2
952,56,2
816,1203,3
908,463,3
502,1007,1
1488,382,2
1305,46,3
970,80,3
207,900,2
756,722,1
926,1463,3
1343,241,3
14,1062,2
1354,1358,1
1172,1108,2
499,1082,3
136,1416,1
546,198,3
478,484,3
1477,969,3
738,870,3
1054,604,3
523,220,2
1403,1426,1
1123,544,1
208,172,2
134,1296,2
985,734,3
1366,1123,1
606,983,3
371,1113,3
1037,544,3
1263,1340,3
444,1255,1
1014,1012,1
1431,860,2
999,208,1
1318,1157,2
977,583,3
1214,1443,2
1463,327,2
1329,786,3
1359,712,2
830,616,1
54,416,2
326,98,3
859,387,2
1454,337,3
1147,340,3
5,1096,1
865,1325,1
989,1490,2
669,1162,1
133,192,1
755,194,3
555,451,3
1044,1080,1
953,1241,2
495,33,1
511,1000,2
78,1354,1
361,991,3
620,573,1
656,44,2
430,1288,2
986,646,3
1286,146,2
589,1453,1
1381,626,2
1357,546,2
1048,275,3
1496,1135,2
1138,1114,2
578,1319,2
1194,224,3
338,570,3
980,288,1
300,52,3
153,119,3
1464,716,2
177,1402,2
563,741,3
260,388,1
845,294,3
810,760,3
623,1264,3
152,1150,1
1024,1392,3
224,1183,1
668,490,3
1210,1448,2
735,723,3
364,959,1
687,1095,3
452,488,2
767,891,3
1337,494,3
1042,34,1
494,698,1
594,743,3
662,661,3
809,340,1
967,143,3
1341,1198,3
76,1215,3
729,847,1
695,1437,3
938,737,1
755,936,3
13,743,1
636,1179,1
395,1319,1
1305,961,1
643,116,2
1369,953,1
1105,1123,1
107,966,3
521,527,1
1323,279,2
1157,473,1
333,885,2
1193,212,1
57,547,1
984,1343,3
1262,7,2
716,426,3
1235,1134,1
732,736,3
1493,826,1
752,618,2
444,261,1
195,185,1
125,537,1
1365,106,2
961,694,3
857,388,3
986,618,3
996,475,3
489,589,3
153,351,1
559,191,2
318,1318,1
1229,1417,2
58,440,2
1259,1021,2
519,199,1
1384,385,2
1335,978,2
1185,742,1
274,1345,2
901,319,3
496,989,2
420,515,2
872,848,1
1136,483,3
841,1199,2
367,1105,2
753,1314,1
826,510,3
1361,570,3
859,69,3
646,141,2
661,1123,1
1376,414,1
651,708,3
1098,1470,3
1470,1053,3
1107,1252,1
172,389,2
1059,1047,3
714,611,2
1390,248,2
854,550,2
326,346,2
289,264,2
102,94,3
13,958,3
1291,1381,2
41,1007,1
250,362,1
1154,681,1
1384,924,3
307,573,1
1132,182,3
175,71,2
345,973,3
642,21,3
1227,1442,2
461,126,1
877,827,1
126,308,3
375,847,1
1235,16,1
599,920,2
1294,1218,1
493,31,3
684,707,2
731,1368,3
1036,1072,2
225,48,3
768,418,2
156,1188,2
1398,917,1
1090,863,3
633,570,1
711,1169,1
241,1184,2
1288,1367,3
1344,707,1
741,592,1
1411,714,2
304,912,2
566,1299,2
305,117,3
544,811,1
1295,1073,1
801,604,2
146,592,1
889,1466,3
894,178,1
35,1315,3
1337,856,2
728,390,2
400,645,1
518,536,2
1304,747,3
225,605,3
1325,678,1
1374,735,2
742,74,3
943,98,2
1099,528,1
1419,624,3
1362,1105,1
506,887,3
271,1162,3
105,468,1
1402,877,1
480,1328,3
579,1069,3
1380,993,2
610,31,1
816,1135,2
503,1453,1
1451,721,3
1151,289,2
1048,688,1
151,1067,2
159,831,2
652,690,1
104,887,3
1058,547,1
484,1462,2
1093,558,3
232,1328,1
1360,859,2
1277,193,2
1204,287,2
1120,262,1
328,632,2
853,277,1
1046,1089,1
1500,1382,1
239,1443,2
61,10,3
210,1482,3
1270,35,1
994,1365,3
552,1135,1
399,1230,3
37,1158,3
1228,625,1
524,999,1
1432,120,3
646,6,2
281,623,2
575,1165,1
1071,430,1
1354,166,3
395,244,1
607,660,1
829,1164,2
479,601,2
958,150,1
986,131,1
247,797,3
1322,1418,1
1303,1385,2
967,1026,3
500,993,1
429,1297,3
1042,1276,1
815,721,1
864,499,1
958,255,1
598,1020,1
543,1200,2
1298,965,2
383,1266,2
146,1207,1
512,267,2
767,1321,3
1103,816,3
670,452,1
1034,1211,2
131,422,1
668,1062,2
241,431,1
53,488,1
345,1189,1
865,890,1
797,1175,1
420,559,2
701,1144,1
1122,48,2
1135,501,3
1208,1280,1
1222,61,1
166,430,2
1235,502,3
1217,1352,2
621,361,2
1388,597,2
1078,1440,1
77,174,3
473,860,2
433,1062,1
1102,157,1
489,1455,1
2,1335,3
847,143,3
1087,591,1
182,1423,2
718,18,3
406,495,3
565,1231,2
989,693,2
330,1008,1
548,1139,1
1028,918,2
234,967,3
105,1275,1
1375,955,3
712,769,3
477,570,1
1028,1294,1
1352,1286,2
514,742,3
121,1408,1
683,758,2
489,721,3
1491,516,3
1335,566,1
943,1497,3
380,798,1
937,1345,2
668,1371,2
941,1172,1
790,989,2
14,291,2
1,596,2
1455,22,1
810,1363,1
1192,2,1
273,402,2
349,348,2
1159,678,2
63,770,2
782,1400,1
1019,126,2
742,326,2
1086,728,2
12,950,2
531,1010,3
247,1222,2
242,1032,2
261,1102,3
845,139,2
577,695,2
649,29,3
34,1434,3
1420,648,1
577,194,1
1472,997,2
725,783,3
817,830,1
425,1078,2
774,1201,3
330,277,3
1217,12,1
1242,446,2
723,568,3
1307,1209,3
420,1150,1
865,1019,1
908,1411,2
587,74,1
952,362,2
116,432,2
85,644,2
556,55,3
1440,756,1
222,1443,1
298,642,1
144,998,3
909,733,3
1346,1306,1
921,718,2
9,1450,1
23,1411,2
1191,1091,2
1473,181,2
1328,42,2
622,817,3
976,734,3
109,772,1
244,924,2
346,1438,1
1413,470,1
1174,617,1
175,1202,1
1269,1168,1
546,75,2
108,122,2
109,1145,2
1247,822,1
133,752,2
833,977,3
571,543,3
580,1338,1
917,977,2
86,1056,1
1022,15,2
1273,697,1
1318,1314,1
1029,976,2
142,1415,2
179,788,3
401,885,2
520,383,2
434,57,2
569,214,3
705,1331,3
1098,756,1
64,1358,1
1044,1221,3
1492,1207,3
420,6,3
823,1340,2
1132,1111,1
1105,1349,3
817,197,1
88,160,3
886,449,2
514,720,2
547,750,1
1072,230,3
742,884,3
1393,972,2
122,1284,2
209,1385,3
1242,50,2
785,1304,3
891,623,3
78,399,1
864,861,2
445,130,2
794,1454,2
495,414,2
369,137,1
1242,373,3
413,1020,2
1421,762,1
650,41,1
1001,1493,2
404,1028,3
1489,1217,2
227,464,3
300,1235,1
426,178,3
318,745,1
166,475,2
849,277,3
1447,988,1
1173,92,1
999,834,2
462,868,1
1471,465,2
100,55,3
205,857,1
44,1146,1
200,489,1
787,1144,1
1036,721,2
798,1246,1
552,724,3
38,846,1
1027,918,3
1263,1394,2
374,1214,3
940,732,3
188,886,3
504,452,3
1152,262,2
1200,936,1
24,94,2
1431,621,3
593,555,3
696,970,2
63,563,3
455,991,1
1135,1165,1
406,1224,1
904,1116,2
853,1482,1
897,1047,1
970,546,1
252,1500,3
135,1366,3
125,420,1
1119,1399,3
516,180,3
1451,333,3
959,1017,2
727,753,3
826,123,3
1270,599,1
192,1152,3
80,1097,3
146,361,1
1470,373,1
924,1005,2
1165,62,1
928,844,3
697,1427,2
346,576,1
1360,287,3
1396,473,2
730,989,1
977,212,3
432,421,2
618,632,2
1259,989,3
600,110,3
165,677,3
348,1221,3
1358,1398,2
496,714,1
164,750,3
41,1408,3
1401,1150,3
427,1125,2
796,717,1
381,799,1
135,726,3
1107,113,3
1429,1251,2
146,777,3
1416,267,3
48,796,3
80,501,2
1317,380,2
1044,571,3
1493,646,1
1158,1163,2
149,246,1
140,741,1
684,180,3
66,832,3
260,542,2
1300,1275,1
274,1322,1
1408,814,3
10,741,1
282,311,2
1100,45,1
555,1202,1
157,788,2
625,130,3
859,282,1
1138,1004,3
130,281,1
973,858,3
968,997,1
912,656,1
1380,539,1
134,702,3
1240,1089,2
1446,172,3
277,1033,2
868,140,3
802,1258,2
1385,769,2
1246,797,1
704,1387,2
1385,639,2
1181,406,1
494,509,1
242,550,2
793,1316,2
800,1259,1
909,1354,3
724,722,3
609,935,3
518,1434,1
408,744,1
913,842,3
507,93,3
17,772,3
28,194,3
770,838,3
501,43,2
1082,1399,3
469,707,3
1172,843,3
165,149,2
574,575,2
899,436,1
245,333,1
1057,829,2
1160,420,1
588,620,1
102,1070,2
716,300,2
896,608,2
95,873,3
31,57,2
1487,552,1
835,1183,1
1113,1362,1
356,785,3
1386,406,3
666,193,1
748,722,2
824,1371,3
1163,180,2
779,88,1
1277,745,3
530,301,2
615,394,3
626,377,2
1203,948,1
410,521,2
183,977,3
1433,303,2
939,929,1
540,720,1
74,288,3
1478,386,3
717,292,2
197,1223,3
1456,1088,3
1272,511,3
632,470,3
2,866,1
1150,188,3
438,1052,2
457,1486,1
469,146,1
1084,189,3
84,499,1
821,514,1
1293,961,1
1337,660,3
1273,876,3
1071,1432,3
1171,250,2
20,1424,1
261,656,3
297,1219,2
1075,647,3
919,1332,2
137,1413,2
686,852,1
6,180,3
630,185,1
1427,1107,3
672,1286,2
994,702,2
1500,308,1
931,348,3
671,1198,2
424,1272,2
1110,1045,3
1075,795,2
407,1089,3
322,1349,2
103,865,3
1293,1415,1
470,1096,1
1074,272,2
453,1113,3
457,1071,2
548,1394,2
778,927,2
1276,1048,3
226,1387,2
605,1188,2
1271,647,3
1051,1429,2
102,735,1
1335,944,2
443,1039,1
857,928,2
453,1342,2
760,560,3
1299,1459,3
805,296,1
379,1104,3
186,86,2
70,418,2
1322,531,2
40,417,3
653,1454,3
1118,961,3
1418,784,3
1352,923,1
276,1150,1
386,1118,2
1259,418,2
328,1187,2
379,979,2
329,451,3
1165,1201,2
976,286,2
698,1209,3
40,959,3
864,1381,3
1442,631,1
847,716,2
1059,807,2
1383,381,3
1158,257,3
1208,147,2
763,59,2
298,893,1
615,924,3
365,353,3
828,194,3
635,643,2
891,841,2
1403,1237,1
1246,63,1
662,578,2
48,1180,1
756,69,1
1327,817,2
940,661,2
1387,486,2
845,1284,1
812,200,3
1013,1344,3
441,1261,1
969,389,2
1432,65,3
241,942,3
129,43,1
99,277,1
173,1350,3
1152,775,1
992,1258,2
757,508,3
42,1433,2
11,445,1
1115,6,3
811,691,2
1217,756,3
314,946,2
1132,18,2
1366,109,3
1374,1223,3
1235,1450,3
174,962,1
1360,1227,3
286,566,1
667,1062,3
482,1474,2
1456,841,1
1407,465,2
692,1467,3
766,18,3
568,630,1
625,1180,3
1098,621,1
1388,1132,2
258,1423,2
794,586,3
786,30,3
418,218,1
1280,318,3
1318,140,1
1228,1019,1
1175,1400,3
377,121,1
288,404,3
1291,755,1
546,1244,3
789,763,3
514,568,3
1176,914,3
874,398,2
869,509,3
1157,807,2
676,934,2
965,727,3
200,668,1
328,739,1
192,1311,1
572,330,3
239,15,3
1048,1262,1
776,532,1
238,1187,1
1170,581,2
998,68,3
1376,311,3
711,983,2
514,306,2
931,1424,2
611,7,3
1174,1458,3
69,641,1
82,1314,2
422,806,2
609,578,3
803,610,1
163,1123,2
1230,779,3
534,1168,1
572,462,3
1061,192,3
59,699,1
594,253,2
310,693,3
1436,461,3
60,312,1
1406,253,3
1407,1120,3
1357,743,1
1473,856,3
1328,676,1
490,1012,3
1412,86,3
607,590,2
211,816,3
1104,785,3
1258,115,1
831,280,3
112,624,3
1001,643,3
263,760,3
1037,577,1
230,445,3
213,1459,3
579,1458,2
1048,556,3
1170,639,2
1171,1360,3
1004,172,2
1143,1008,2
1115,739,2
1059,927,2
552,1403,3
617,650,2
481,656,2
486,360,2
989,410,3
956,148,2
1439,331,3
1350,441,2
580,434,1
565,1249,3
969,989,2
615,1434,3
1359,1376,1
717,1367,1
1350,1042,1
679,39,1
82,935,2
1286,561,1
1397,209,3
1190,1443,1
835,1465,3
1356,814,2
1477,96,1
704,1073,2
941,1239,3
1493,194,1
995,822,1
4,534,1
184,187,2
777,259,2
796,1165,3
401,1458,1
601,28,1
1242,643,2
1366,547,1
669,598,3
718,1109,1
334,768,1
126,1097,2
699,1395,3
1410,1209,2
1294,1010,1
1268,499,3
1287,428,1
479,801,1
911,367,3
363,1055,1
511,1187,3
27,199,2
1152,1035,3
430,970,1
1198,1039,2
585,993,1
237,565,3
386,934,2
164,906,2
1192,16,3
681,575,2
1372,628,3
737,1176,3
1243,1052,1
549,1218,3
113,158,1
202,689,1
1487,350,3
65,152,3
1384,982,1
737,347,3
1147,1204,1
1311,197,3
1164,57,2
231,168,3
1275,1332,3
558,1194,3
60,61,1
503,1476,1
909,1099,2
787,929,2
1185,349,3
555,119,3
1390,764,3
933,263,1
343,560,3
955,431,3
1250,402,2
1337,1252,3
1271,1034,3
267,312,3
337,213,2
863,780,2
1413,685,1
1311,348,3
704,949,3
457,945,3
379,1108,1
56,264,3
708,289,2
912,1226,1
736,676,2
188,885,2
1184,206,1
851,1429,1
1072,1335,1
634,955,1
335,1166,2
1490,493,2
4,556,2
366,660,1
1139,1431,2
1095,1151,3
343,1262,3
427,960,1
707,209,2
413,1151,2
60,270,1
422,1215,3
1355,1166,1
594,1059,3
298,1352,2
306,373,1
666,1172,1
116,190,2
570,1234,3
1040,133,1
564,1092,2
1468,48,2
520,102,1
161,75,2
407,1343,1
498,1423,1
496,263,2
856,1058,3
901,1036,2
633,1291,3
317,947,2
1312,1492,1
